"Diagnoses_Count","Year","Cancer_Type","AgeGroup","Sex"
58,2014,"Lymphoma",13,1
54,2014,"Lymphoma",14,1
64,2014,"Lymphoma",15,1
46,2014,"Lymphoma",16,1
22,2014,"Lymphoma",17,1
20,2014,"Lymphoma",18,1
21,2014,"Lymphoma",1,2
20,2014,"Lymphoma",3,2
26,2014,"Lymphoma",5,2
4,2014,"Lymphoma",6,2
26,2014,"Lymphoma",7,2
23,2014,"Lymphoma",8,2
31,2014,"Lymphoma",10,2
24,2014,"Lymphoma",11,2
27,2014,"Lymphoma",12,2
28,2014,"Lymphoma",13,2
42,2014,"Lymphoma",14,2
55,2014,"Lymphoma",15,2
40,2014,"Lymphoma",16,2
32,2014,"Lymphoma",17,2
52,2014,"Lymphoma",18,2
17,2015,"Lymphoma",1,1
18,2015,"Lymphoma",3,1
9,2015,"Lymphoma",4,1
2,2015,"Lymphoma",5,1
16,2015,"Lymphoma",6,1
28,2015,"Lymphoma",7,1
2,2015,"Lymphoma",8,1
6,2015,"Lymphoma",9,1
26,2015,"Lymphoma",10,1
23,2015,"Lymphoma",11,1
27,2015,"Lymphoma",12,1
25,2015,"Lymphoma",13,1
59,2015,"Lymphoma",14,1
29,2015,"Lymphoma",15,1
59,2015,"Lymphoma",16,1
23,2015,"Lymphoma",17,1
25,2015,"Lymphoma",18,1
12,2015,"Lymphoma",1,2
4,2015,"Lymphoma",2,2
22,2015,"Lymphoma",3,2
5,2015,"Lymphoma",4,2
24,2015,"Lymphoma",5,2
20,2015,"Lymphoma",7,2
16,2015,"Lymphoma",8,2
22,2015,"Lymphoma",9,2
31,2015,"Lymphoma",10,2
31,2015,"Lymphoma",11,2
42,2015,"Lymphoma",12,2
9,2015,"Lymphoma",13,2
49,2015,"Lymphoma",14,2
23,2015,"Lymphoma",15,2
37,2015,"Lymphoma",16,2
29,2015,"Lymphoma",17,2
27,2015,"Lymphoma",18,2
16,2016,"Lymphoma",1,1
17,2016,"Lymphoma",2,1
8,2016,"Lymphoma",3,1
9,2016,"Lymphoma",4,1
8,2016,"Lymphoma",7,1
13,2016,"Lymphoma",8,1
16,2016,"Lymphoma",9,1
39,2016,"Lymphoma",10,1
20,2016,"Lymphoma",11,1
37,2016,"Lymphoma",12,1
60,2016,"Lymphoma",13,1
36,2016,"Lymphoma",14,1
89,2016,"Lymphoma",15,1
54,2016,"Lymphoma",16,1
50,2016,"Lymphoma",17,1
49,2016,"Lymphoma",18,1
4,2016,"Lymphoma",2,2
10,2016,"Lymphoma",3,2
2,2016,"Lymphoma",5,2
5,2016,"Lymphoma",6,2
16,2016,"Lymphoma",8,2
17,2016,"Lymphoma",9,2
11,2016,"Lymphoma",10,2
14,2016,"Lymphoma",11,2
29,2016,"Lymphoma",12,2
21,2016,"Lymphoma",13,2
36,2016,"Lymphoma",14,2
31,2016,"Lymphoma",15,2
39,2016,"Lymphoma",16,2
45,2016,"Lymphoma",17,2
35,2016,"Lymphoma",18,2
12,2017,"Lymphoma",2,1
9,2017,"Lymphoma",6,1
25,2017,"Lymphoma",7,1
21,2017,"Lymphoma",8,1
25,2017,"Lymphoma",9,1
30,2017,"Lymphoma",10,1
16,2017,"Lymphoma",11,1
43,2017,"Lymphoma",12,1
79,2017,"Lymphoma",13,1
71,2017,"Lymphoma",14,1
79,2017,"Lymphoma",15,1
54,2017,"Lymphoma",16,1
52,2017,"Lymphoma",17,1
47,2017,"Lymphoma",18,1
8,2017,"Lymphoma",2,2
14,2017,"Lymphoma",5,2
7,2017,"Lymphoma",7,2
35,2017,"Lymphoma",9,2
16,2017,"Lymphoma",10,2
30,2017,"Lymphoma",11,2
35,2017,"Lymphoma",12,2
48,2017,"Lymphoma",13,2
27,2017,"Lymphoma",14,2
47,2017,"Lymphoma",15,2
26,2017,"Lymphoma",16,2
39,2017,"Lymphoma",17,2
39,2017,"Lymphoma",18,2
1,2018,"Lymphoma",3,1
10,2018,"Lymphoma",5,1
25,2018,"Lymphoma",6,1
29,2018,"Lymphoma",8,1
32,2018,"Lymphoma",9,1
32,2018,"Lymphoma",10,1
15,2018,"Lymphoma",11,1
61,2018,"Lymphoma",12,1
55,2018,"Lymphoma",13,1
49,2018,"Lymphoma",14,1
99,2018,"Lymphoma",15,1
65,2018,"Lymphoma",16,1
43,2018,"Lymphoma",17,1
44,2018,"Lymphoma",18,1
5,2018,"Lymphoma",1,2
24,2018,"Lymphoma",5,2
5,2018,"Lymphoma",7,2
27,2018,"Lymphoma",9,2
28,2018,"Lymphoma",10,2
7,2018,"Lymphoma",11,2
39,2018,"Lymphoma",12,2
48,2018,"Lymphoma",13,2
62,2018,"Lymphoma",14,2
50,2018,"Lymphoma",15,2
53,2018,"Lymphoma",16,2
41,2018,"Lymphoma",17,2
38,2018,"Lymphoma",18,2
1,2019,"Lymphoma",2,1
3,2019,"Lymphoma",4,1
2,2019,"Lymphoma",6,1
2,2019,"Lymphoma",7,1
2,2019,"Lymphoma",8,1
20,2019,"Lymphoma",9,1
29,2019,"Lymphoma",10,1
18,2019,"Lymphoma",11,1
31,2019,"Lymphoma",12,1
58,2019,"Lymphoma",13,1
72,2019,"Lymphoma",14,1
74,2019,"Lymphoma",15,1
88,2019,"Lymphoma",16,1
44,2019,"Lymphoma",17,1
57,2019,"Lymphoma",18,1
22,2019,"Lymphoma",3,2
6,2019,"Lymphoma",4,2
8,2019,"Lymphoma",5,2
27,2019,"Lymphoma",6,2
26,2019,"Lymphoma",8,2
1,2019,"Lymphoma",9,2
3,2019,"Lymphoma",11,2
26,2019,"Lymphoma",12,2
56,2019,"Lymphoma",13,2
30,2019,"Lymphoma",14,2
47,2019,"Lymphoma",15,2
57,2019,"Lymphoma",16,2
36,2019,"Lymphoma",17,2
65,2019,"Lymphoma",18,2
13,2020,"Lymphoma",2,1
16,2020,"Lymphoma",3,1
4,2020,"Lymphoma",4,1
13,2020,"Lymphoma",6,1
11,2020,"Lymphoma",7,1
3,2020,"Lymphoma",8,1
30,2020,"Lymphoma",9,1
41,2020,"Lymphoma",10,1
14,2020,"Lymphoma",11,1
38,2020,"Lymphoma",12,1
51,2020,"Lymphoma",13,1
74,2020,"Lymphoma",14,1
88,2020,"Lymphoma",15,1
88,2020,"Lymphoma",16,1
74,2020,"Lymphoma",17,1
69,2020,"Lymphoma",18,1
27,2020,"Lymphoma",5,2
17,2020,"Lymphoma",6,2
15,2020,"Lymphoma",7,2
1,2020,"Lymphoma",9,2
35,2020,"Lymphoma",10,2
23,2020,"Lymphoma",11,2
51,2020,"Lymphoma",12,2
52,2020,"Lymphoma",13,2
74,2020,"Lymphoma",14,2
54,2020,"Lymphoma",15,2
54,2020,"Lymphoma",16,2
55,2020,"Lymphoma",17,2
52,2020,"Lymphoma",18,2
16,2021,"Lymphoma",1,1
3,2021,"Lymphoma",2,1
14,2021,"Lymphoma",6,1
10,2021,"Lymphoma",7,1
20,2021,"Lymphoma",8,1
8,2021,"Lymphoma",9,1
25,2021,"Lymphoma",10,1
21,2021,"Lymphoma",11,1
57,2021,"Lymphoma",12,1
73,2021,"Lymphoma",13,1
63,2021,"Lymphoma",14,1
88,2021,"Lymphoma",15,1
63,2021,"Lymphoma",16,1
39,2021,"Lymphoma",17,1
38,2021,"Lymphoma",18,1
7,2021,"Lymphoma",1,2
13,2021,"Lymphoma",2,2
10,2021,"Lymphoma",4,2
10,2021,"Lymphoma",5,2
24,2021,"Lymphoma",6,2
5,2021,"Lymphoma",7,2
7,2021,"Lymphoma",8,2
9,2021,"Lymphoma",9,2
43,2021,"Lymphoma",11,2
35,2021,"Lymphoma",12,2
32,2021,"Lymphoma",13,2
58,2021,"Lymphoma",14,2
62,2021,"Lymphoma",15,2
72,2021,"Lymphoma",16,2
26,2021,"Lymphoma",17,2
38,2021,"Lymphoma",18,2
14,2022,"Lymphoma",2,1
9,2022,"Lymphoma",3,1
6,2022,"Lymphoma",4,1
29,2022,"Lymphoma",7,1
19,2022,"Lymphoma",9,1
4,2022,"Lymphoma",10,1
51,2022,"Lymphoma",11,1
30,2022,"Lymphoma",12,1
68,2022,"Lymphoma",13,1
64,2022,"Lymphoma",14,1
79,2022,"Lymphoma",15,1
112,2022,"Lymphoma",16,1
64,2022,"Lymphoma",17,1
72,2022,"Lymphoma",18,1
15,2022,"Lymphoma",1,2
18,2022,"Lymphoma",2,2
8,2022,"Lymphoma",4,2
19,2022,"Lymphoma",5,2
1,2022,"Lymphoma",7,2
6,2022,"Lymphoma",9,2
42,2022,"Lymphoma",11,2
42,2022,"Lymphoma",12,2
29,2022,"Lymphoma",13,2
50,2022,"Lymphoma",14,2
72,2022,"Lymphoma",15,2
68,2022,"Lymphoma",16,2
21,2022,"Lymphoma",17,2
41,2022,"Lymphoma",18,2
9,2023,"Lymphoma",1,1
21,2023,"Lymphoma",3,1
20,2023,"Lymphoma",4,1
4,2023,"Lymphoma",5,1
32,2023,"Lymphoma",6,1
15,2023,"Lymphoma",7,1
32,2023,"Lymphoma",8,1
5,2023,"Lymphoma",9,1
20,2023,"Lymphoma",10,1
26,2023,"Lymphoma",11,1
55,2023,"Lymphoma",12,1
77,2023,"Lymphoma",13,1
91,2023,"Lymphoma",14,1
95,2023,"Lymphoma",15,1
110,2023,"Lymphoma",16,1
78,2023,"Lymphoma",17,1
40,2023,"Lymphoma",18,1
2,2023,"Lymphoma",1,2
15,2023,"Lymphoma",4,2
4,2023,"Lymphoma",5,2
18,2023,"Lymphoma",6,2
5,2023,"Lymphoma",7,2
11,2023,"Lymphoma",8,2
12,2023,"Lymphoma",9,2
32,2023,"Lymphoma",10,2
35,2023,"Lymphoma",11,2
22,2023,"Lymphoma",12,2
39,2023,"Lymphoma",13,2
53,2023,"Lymphoma",14,2
83,2023,"Lymphoma",15,2
64,2023,"Lymphoma",16,2
47,2023,"Lymphoma",17,2
28,2023,"Lymphoma",18,2
12,2005,"Leukaemia",2,1
3,2005,"Leukaemia",3,1
22,2005,"Leukaemia",5,1
4,2005,"Leukaemia",8,1
3,2005,"Leukaemia",9,1
24,2005,"Leukaemia",10,1
26,2005,"Leukaemia",11,1
13,2005,"Leukaemia",12,1
20,2005,"Leukaemia",13,1
34,2005,"Leukaemia",14,1
16,2005,"Leukaemia",15,1
19,2005,"Leukaemia",16,1
35,2005,"Leukaemia",17,1
20,2005,"Leukaemia",18,1
16,2005,"Leukaemia",2,2
22,2005,"Leukaemia",5,2
19,2005,"Leukaemia",6,2
1,2005,"Leukaemia",9,2
8,2005,"Leukaemia",10,2
16,2005,"Leukaemia",11,2
28,2005,"Leukaemia",12,2
4,2005,"Leukaemia",13,2
21,2005,"Leukaemia",14,2
36,2005,"Leukaemia",15,2
14,2005,"Leukaemia",16,2
19,2005,"Leukaemia",17,2
30,2005,"Leukaemia",18,2
8,2006,"Leukaemia",1,1
19,2006,"Leukaemia",5,1
15,2006,"Leukaemia",9,1
17,2006,"Leukaemia",11,1
31,2006,"Leukaemia",12,1
30,2006,"Leukaemia",13,1
26,2006,"Leukaemia",14,1
18,2006,"Leukaemia",15,1
34,2006,"Leukaemia",16,1
21,2006,"Leukaemia",17,1
1,2006,"Leukaemia",18,1
11,2006,"Leukaemia",2,2
2,2006,"Leukaemia",3,2
11,2006,"Leukaemia",4,2
13,2006,"Leukaemia",5,2
13,2006,"Leukaemia",6,2
17,2006,"Leukaemia",8,2
3,2006,"Leukaemia",10,2
12,2006,"Leukaemia",11,2
5,2006,"Leukaemia",12,2
8,2006,"Leukaemia",13,2
10,2006,"Leukaemia",14,2
33,2006,"Leukaemia",15,2
32,2006,"Leukaemia",16,2
17,2006,"Leukaemia",17,2
23,2006,"Leukaemia",18,2
6,2007,"Leukaemia",1,1
7,2007,"Leukaemia",2,1
1,2007,"Leukaemia",3,1
24,2007,"Leukaemia",4,1
1,2007,"Leukaemia",5,1
22,2007,"Leukaemia",8,1
10,2007,"Leukaemia",9,1
26,2007,"Leukaemia",10,1
8,2007,"Leukaemia",11,1
49,2007,"Leukaemia",12,1
54,2007,"Leukaemia",13,1
9,2007,"Leukaemia",14,1
44,2007,"Leukaemia",15,1
41,2007,"Leukaemia",16,1
48,2007,"Leukaemia",17,1
24,2007,"Leukaemia",18,1
8,2007,"Leukaemia",5,2
23,2007,"Leukaemia",6,2
13,2007,"Leukaemia",7,2
1,2007,"Leukaemia",8,2
23,2007,"Leukaemia",9,2
13,2007,"Leukaemia",10,2
25,2007,"Leukaemia",11,2
27,2007,"Leukaemia",12,2
3,2007,"Leukaemia",13,2
21,2007,"Leukaemia",14,2
8,2007,"Leukaemia",15,2
9,2007,"Leukaemia",16,2
15,2007,"Leukaemia",17,2
15,2007,"Leukaemia",18,2
12,2008,"Leukaemia",3,1
7,2008,"Leukaemia",5,1
9,2008,"Leukaemia",7,1
11,2008,"Leukaemia",8,1
6,2008,"Leukaemia",10,1
14,2008,"Leukaemia",11,1
23,2008,"Leukaemia",12,1
39,2008,"Leukaemia",13,1
40,2008,"Leukaemia",14,1
66,2008,"Leukaemia",15,1
24,2008,"Leukaemia",16,1
46,2008,"Leukaemia",17,1
45,2008,"Leukaemia",18,1
4,2008,"Leukaemia",1,2
11,2008,"Leukaemia",2,2
15,2008,"Leukaemia",3,2
1,2008,"Leukaemia",4,2
21,2008,"Leukaemia",5,2
9,2008,"Leukaemia",6,2
5,2008,"Leukaemia",7,2
5,2008,"Leukaemia",9,2
32,2008,"Leukaemia",10,2
34,2008,"Leukaemia",11,2
16,2008,"Leukaemia",12,2
21,2008,"Leukaemia",13,2
37,2008,"Leukaemia",14,2
13,2008,"Leukaemia",15,2
23,2008,"Leukaemia",16,2
30,2008,"Leukaemia",17,2
16,2008,"Leukaemia",18,2
11,2009,"Leukaemia",1,1
13,2009,"Leukaemia",3,1
24,2009,"Leukaemia",4,1
15,2009,"Leukaemia",6,1
14,2009,"Leukaemia",7,1
12,2009,"Leukaemia",10,1
11,2009,"Leukaemia",11,1
27,2009,"Leukaemia",12,1
21,2009,"Leukaemia",13,1
36,2009,"Leukaemia",14,1
24,2009,"Leukaemia",15,1
44,2009,"Leukaemia",16,1
38,2009,"Leukaemia",17,1
26,2009,"Leukaemia",18,1
20,2009,"Leukaemia",2,2
23,2009,"Leukaemia",3,2
9,2009,"Leukaemia",4,2
12,2009,"Leukaemia",6,2
10,2009,"Leukaemia",7,2
19,2009,"Leukaemia",8,2
32,2009,"Leukaemia",10,2
15,2009,"Leukaemia",11,2
9,2009,"Leukaemia",12,2
1,2009,"Leukaemia",14,2
33,2009,"Leukaemia",15,2
11,2009,"Leukaemia",16,2
31,2009,"Leukaemia",17,2
38,2009,"Leukaemia",18,2
7,2010,"Leukaemia",1,1
13,2010,"Leukaemia",2,1
6,2010,"Leukaemia",4,1
9,2010,"Leukaemia",5,1
11,2010,"Leukaemia",7,1
11,2010,"Leukaemia",8,1
25,2010,"Leukaemia",10,1
31,2010,"Leukaemia",11,1
11,2010,"Leukaemia",12,1
51,2010,"Leukaemia",13,1
66,2010,"Leukaemia",14,1
64,2010,"Leukaemia",15,1
14,2010,"Leukaemia",16,1
16,2010,"Leukaemia",17,1
6,2010,"Leukaemia",18,1
4,2010,"Leukaemia",4,2
15,2010,"Leukaemia",5,2
4,2010,"Leukaemia",7,2
17,2010,"Leukaemia",8,2
17,2010,"Leukaemia",9,2
25,2010,"Leukaemia",10,2
20,2010,"Leukaemia",11,2
13,2010,"Leukaemia",12,2
31,2010,"Leukaemia",13,2
12,2010,"Leukaemia",14,2
32,2010,"Leukaemia",15,2
26,2010,"Leukaemia",16,2
49,2010,"Leukaemia",17,2
21,2010,"Leukaemia",18,2
24,2011,"Leukaemia",1,1
1,2011,"Leukaemia",2,1
4,2011,"Leukaemia",5,1
19,2011,"Leukaemia",6,1
3,2011,"Leukaemia",7,1
15,2011,"Leukaemia",8,1
13,2011,"Leukaemia",9,1
1,2011,"Leukaemia",10,1
9,2011,"Leukaemia",11,1
22,2011,"Leukaemia",12,1
60,2011,"Leukaemia",13,1
26,2011,"Leukaemia",14,1
58,2011,"Leukaemia",15,1
34,2011,"Leukaemia",16,1
31,2011,"Leukaemia",17,1
46,2011,"Leukaemia",18,1
6,2011,"Leukaemia",3,2
2,2011,"Leukaemia",4,2
11,2011,"Leukaemia",5,2
2,2011,"Leukaemia",8,2
25,2011,"Leukaemia",9,2
30,2011,"Leukaemia",12,2
37,2011,"Leukaemia",13,2
7,2011,"Leukaemia",14,2
31,2011,"Leukaemia",15,2
23,2011,"Leukaemia",16,2
21,2011,"Leukaemia",17,2
18,2011,"Leukaemia",18,2
7,2012,"Leukaemia",1,1
7,2012,"Leukaemia",3,1
11,2012,"Leukaemia",4,1
25,2012,"Leukaemia",8,1
24,2012,"Leukaemia",9,1
31,2012,"Leukaemia",10,1
14,2012,"Leukaemia",11,1
26,2012,"Leukaemia",12,1
35,2012,"Leukaemia",13,1
39,2012,"Leukaemia",14,1
22,2012,"Leukaemia",15,1
26,2012,"Leukaemia",16,1
11,2012,"Leukaemia",17,1
15,2012,"Leukaemia",18,1
5,2012,"Leukaemia",2,2
5,2012,"Leukaemia",8,2
9,2012,"Leukaemia",9,2
13,2012,"Leukaemia",10,2
22,2012,"Leukaemia",11,2
38,2012,"Leukaemia",12,2
16,2012,"Leukaemia",13,2
5,2012,"Leukaemia",14,2
15,2012,"Leukaemia",15,2
12,2012,"Leukaemia",16,2
16,2012,"Leukaemia",17,2
44,2012,"Leukaemia",18,2
15,2013,"Leukaemia",2,1
14,2013,"Leukaemia",4,1
20,2013,"Leukaemia",6,1
16,2013,"Leukaemia",7,1
20,2013,"Leukaemia",8,1
6,2013,"Leukaemia",9,1
18,2013,"Leukaemia",10,1
30,2013,"Leukaemia",11,1
20,2013,"Leukaemia",12,1
36,2013,"Leukaemia",13,1
49,2013,"Leukaemia",14,1
55,2013,"Leukaemia",15,1
18,2013,"Leukaemia",16,1
47,2013,"Leukaemia",17,1
6,2013,"Leukaemia",18,1
8,2013,"Leukaemia",1,2
10,2013,"Leukaemia",2,2
11,2013,"Leukaemia",5,2
20,2013,"Leukaemia",6,2
2,2013,"Leukaemia",7,2
22,2013,"Leukaemia",8,2
3,2013,"Leukaemia",10,2
15,2013,"Leukaemia",11,2
13,2013,"Leukaemia",12,2
40,2013,"Leukaemia",13,2
17,2013,"Leukaemia",14,2
9,2013,"Leukaemia",15,2
37,2013,"Leukaemia",16,2
9,2013,"Leukaemia",17,2
34,2013,"Leukaemia",18,2
21,2014,"Leukaemia",1,1
11,2014,"Leukaemia",2,1
13,2014,"Leukaemia",4,1
18,2014,"Leukaemia",5,1
13,2014,"Leukaemia",6,1
22,2014,"Leukaemia",11,1
24,2014,"Leukaemia",12,1
40,2014,"Leukaemia",13,1
42,2014,"Leukaemia",14,1
73,2014,"Leukaemia",15,1
50,2014,"Leukaemia",16,1
23,2014,"Leukaemia",17,1
32,2014,"Leukaemia",18,1
2,2014,"Leukaemia",1,2
16,2014,"Leukaemia",2,2
2,2014,"Leukaemia",4,2
20,2014,"Leukaemia",5,2
7,2014,"Leukaemia",6,2
1,2014,"Leukaemia",8,2
23,2014,"Leukaemia",12,2
15,2014,"Leukaemia",13,2
14,2014,"Leukaemia",14,2
20,2014,"Leukaemia",15,2
43,2014,"Leukaemia",16,2
12,2014,"Leukaemia",17,2
27,2014,"Leukaemia",18,2
25,2015,"Leukaemia",2,1
6,2015,"Leukaemia",7,1
21,2015,"Leukaemia",9,1
5,2015,"Leukaemia",10,1
15,2015,"Leukaemia",11,1
11,2015,"Leukaemia",12,1
23,2015,"Leukaemia",13,1
61,2015,"Leukaemia",14,1
38,2015,"Leukaemia",15,1
36,2015,"Leukaemia",16,1
45,2015,"Leukaemia",17,1
23,2015,"Leukaemia",18,1
17,2015,"Leukaemia",1,2
4,2015,"Leukaemia",3,2
8,2015,"Leukaemia",4,2
13,2015,"Leukaemia",7,2
20,2015,"Leukaemia",8,2
33,2015,"Leukaemia",12,2
16,2015,"Leukaemia",13,2
39,2015,"Leukaemia",14,2
17,2015,"Leukaemia",15,2
40,2015,"Leukaemia",16,2
24,2015,"Leukaemia",17,2
39,2015,"Leukaemia",18,2
21,2016,"Leukaemia",1,1
13,2016,"Leukaemia",3,1
20,2016,"Leukaemia",5,1
14,2016,"Leukaemia",7,1
22,2016,"Leukaemia",8,1
27,2016,"Leukaemia",9,1
8,2016,"Leukaemia",10,1
2,2016,"Leukaemia",11,1
43,2016,"Leukaemia",12,1
23,2016,"Leukaemia",13,1
45,2016,"Leukaemia",14,1
56,2016,"Leukaemia",15,1
69,2016,"Leukaemia",16,1
27,2016,"Leukaemia",17,1
51,2016,"Leukaemia",18,1
3,2016,"Leukaemia",1,2
13,2016,"Leukaemia",3,2
19,2016,"Leukaemia",4,2
8,2016,"Leukaemia",5,2
17,2016,"Leukaemia",6,2
20,2016,"Leukaemia",9,2
12,2016,"Leukaemia",10,2
37,2016,"Leukaemia",12,2
21,2016,"Leukaemia",13,2
25,2016,"Leukaemia",14,2
38,2016,"Leukaemia",15,2
21,2016,"Leukaemia",16,2
15,2016,"Leukaemia",17,2
42,2016,"Leukaemia",18,2
2,2017,"Leukaemia",1,1
5,2017,"Leukaemia",4,1
22,2017,"Leukaemia",7,1
11,2017,"Leukaemia",9,1
25,2017,"Leukaemia",10,1
37,2017,"Leukaemia",11,1
56,2017,"Leukaemia",12,1
45,2017,"Leukaemia",13,1
81,2017,"Leukaemia",14,1
81,2017,"Leukaemia",15,1
69,2017,"Leukaemia",16,1
30,2017,"Leukaemia",17,1
53,2017,"Leukaemia",18,1
19,2017,"Leukaemia",3,2
15,2017,"Leukaemia",4,2
3,2017,"Leukaemia",5,2
2,2017,"Leukaemia",6,2
29,2017,"Leukaemia",11,2
10,2017,"Leukaemia",12,2
33,2017,"Leukaemia",13,2
41,2017,"Leukaemia",14,2
20,2017,"Leukaemia",15,2
23,2017,"Leukaemia",16,2
39,2017,"Leukaemia",17,2
54,2017,"Leukaemia",18,2
17,2018,"Leukaemia",2,1
2,2018,"Leukaemia",6,1
15,2018,"Leukaemia",8,1
14,2018,"Leukaemia",9,1
6,2018,"Leukaemia",11,1
7,2018,"Leukaemia",12,1
53,2018,"Leukaemia",13,1
38,2018,"Leukaemia",14,1
78,2018,"Leukaemia",15,1
69,2018,"Leukaemia",16,1
21,2018,"Leukaemia",17,1
21,2018,"Leukaemia",18,1
17,2018,"Leukaemia",1,2
2,2018,"Leukaemia",2,2
3,2018,"Leukaemia",3,2
19,2018,"Leukaemia",6,2
8,2018,"Leukaemia",7,2
6,2018,"Leukaemia",9,2
19,2018,"Leukaemia",10,2
22,2018,"Leukaemia",12,2
16,2018,"Leukaemia",13,2
4,2018,"Leukaemia",14,2
21,2018,"Leukaemia",15,2
45,2018,"Leukaemia",16,2
12,2018,"Leukaemia",17,2
18,2018,"Leukaemia",18,2
21,2019,"Leukaemia",1,1
9,2019,"Leukaemia",2,1
16,2019,"Leukaemia",3,1
9,2019,"Leukaemia",6,1
14,2019,"Leukaemia",8,1
4,2019,"Leukaemia",10,1
33,2019,"Leukaemia",11,1
41,2019,"Leukaemia",12,1
21,2019,"Leukaemia",13,1
41,2019,"Leukaemia",14,1
63,2019,"Leukaemia",15,1
65,2019,"Leukaemia",16,1
25,2019,"Leukaemia",17,1
37,2019,"Leukaemia",18,1
11,2019,"Leukaemia",2,2
21,2019,"Leukaemia",3,2
20,2019,"Leukaemia",4,2
11,2019,"Leukaemia",5,2
16,2019,"Leukaemia",6,2
20,2019,"Leukaemia",8,2
20,2019,"Leukaemia",9,2
21,2019,"Leukaemia",11,2
2,2019,"Leukaemia",12,2
16,2019,"Leukaemia",13,2
53,2019,"Leukaemia",14,2
24,2019,"Leukaemia",15,2
15,2019,"Leukaemia",16,2
7,2019,"Leukaemia",17,2
54,2019,"Leukaemia",18,2
28,2020,"Leukaemia",1,1
14,2020,"Leukaemia",2,1
8,2020,"Leukaemia",3,1
2,2020,"Leukaemia",4,1
22,2020,"Leukaemia",6,1
19,2020,"Leukaemia",9,1
29,2020,"Leukaemia",10,1
3,2020,"Leukaemia",11,1
14,2020,"Leukaemia",12,1
43,2020,"Leukaemia",13,1
36,2020,"Leukaemia",14,1
60,2020,"Leukaemia",15,1
65,2020,"Leukaemia",16,1
51,2020,"Leukaemia",17,1
66,2020,"Leukaemia",18,1
9,2020,"Leukaemia",2,2
17,2020,"Leukaemia",3,2
19,2020,"Leukaemia",4,2
2,2020,"Leukaemia",5,2
11,2020,"Leukaemia",7,2
8,2020,"Leukaemia",8,2
15,2020,"Leukaemia",10,2
3,2020,"Leukaemia",11,2
17,2020,"Leukaemia",12,2
33,2020,"Leukaemia",13,2
36,2020,"Leukaemia",14,2
54,2020,"Leukaemia",15,2
24,2020,"Leukaemia",16,2
41,2020,"Leukaemia",17,2
56,2020,"Leukaemia",18,2
25,2021,"Leukaemia",1,1
17,2021,"Leukaemia",2,1
21,2021,"Leukaemia",3,1
19,2021,"Leukaemia",7,1
14,2021,"Leukaemia",8,1
13,2021,"Leukaemia",11,1
17,2021,"Leukaemia",12,1
39,2021,"Leukaemia",13,1
61,2021,"Leukaemia",14,1
72,2021,"Leukaemia",15,1
78,2021,"Leukaemia",16,1
74,2021,"Leukaemia",17,1
36,2021,"Leukaemia",18,1
15,2021,"Leukaemia",2,2
17,2021,"Leukaemia",4,2
18,2021,"Leukaemia",5,2
10,2021,"Leukaemia",7,2
3,2021,"Leukaemia",9,2
16,2021,"Leukaemia",12,2
24,2021,"Leukaemia",13,2
36,2021,"Leukaemia",14,2
20,2021,"Leukaemia",15,2
27,2021,"Leukaemia",16,2
33,2021,"Leukaemia",17,2
29,2021,"Leukaemia",18,2
21,2022,"Leukaemia",1,1
19,2022,"Leukaemia",2,1
25,2022,"Leukaemia",3,1
18,2022,"Leukaemia",4,1
1,2022,"Leukaemia",5,1
10,2022,"Leukaemia",6,1
2,2022,"Leukaemia",8,1
20,2022,"Leukaemia",9,1
26,2022,"Leukaemia",10,1
10,2022,"Leukaemia",11,1
27,2022,"Leukaemia",12,1
58,2022,"Leukaemia",13,1
51,2022,"Leukaemia",14,1
59,2022,"Leukaemia",15,1
59,2022,"Leukaemia",16,1
61,2022,"Leukaemia",17,1
23,2022,"Leukaemia",18,1
27,2022,"Leukaemia",1,2
14,2022,"Leukaemia",3,2
3,2022,"Leukaemia",5,2
1,2022,"Leukaemia",6,2
19,2022,"Leukaemia",10,2
10,2022,"Leukaemia",11,2
6,2022,"Leukaemia",12,2
26,2022,"Leukaemia",13,2
28,2022,"Leukaemia",14,2
22,2022,"Leukaemia",15,2
35,2022,"Leukaemia",16,2
34,2022,"Leukaemia",17,2
47,2022,"Leukaemia",18,2
23,2023,"Leukaemia",1,1
17,2023,"Leukaemia",3,1
15,2023,"Leukaemia",7,1
29,2023,"Leukaemia",8,1
24,2023,"Leukaemia",9,1
9,2023,"Leukaemia",10,1
26,2023,"Leukaemia",11,1
39,2023,"Leukaemia",12,1
18,2023,"Leukaemia",13,1
51,2023,"Leukaemia",14,1
48,2023,"Leukaemia",15,1
85,2023,"Leukaemia",16,1
57,2023,"Leukaemia",17,1
47,2023,"Leukaemia",18,1
25,2023,"Leukaemia",1,2
24,2023,"Leukaemia",3,2
20,2023,"Leukaemia",5,2
18,2023,"Leukaemia",7,2
10,2023,"Leukaemia",8,2
22,2023,"Leukaemia",10,2
5,2023,"Leukaemia",12,2
21,2023,"Leukaemia",13,2
49,2023,"Leukaemia",14,2
41,2023,"Leukaemia",15,2
59,2023,"Leukaemia",16,2
24,2023,"Leukaemia",17,2
19,2023,"Leukaemia",18,2
31,2005,"All cancers",2,1
29,2005,"All cancers",3,1
46,2005,"All cancers",4,1
60,2005,"All cancers",5,1
56,2005,"All cancers",6,1
104,2005,"All cancers",7,1
128,2005,"All cancers",8,1
